answer,is_true
KBOKBPQKBGDMcOBGDPQBGDMRHBGDMVOBEBPQBGBNBMBCCMReBMR,0
KHBOKHPQHBMHBMcOBGDPeDMHBMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBGDMcOBGDPQBGDMRHBGDMVOBEBPQBGBNBMBCDMReBMR,0
KBOKBPQHBGDMcOBGDPQBGDMRHBGDMVBEBQBGBNBMBCDMReBMR,0
KBOKBPQHBGDMcOBGDPQBGDMRHBGDMVOBEBPQBGBNBMBCDMReBMR,0
KHBOKHPQHBMHBMcOBGDPeDMHBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQHBGDM,0
KBOKBPQHBGDM,0
KBOKBPQHBGDM,0
KBOKBPQHBGDM,0
KBOKBPQKBGDMcOBGDPQBGDMRHBGDMVOBEBPQBGBNBMBCDMReBMR,0
KBOKBPQHBGDMHBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBGDMHBMaOBGDMBEGBMBCCPQBGBNBMReDMR,1
KBOKBPQHBGDMHBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRHBGDMVOBEBPQBGBNBMBCDMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRHBGDMVOBEBPQBGBNBMBCDMReBMR,0
BBOBBPQcOBGGDPQeDMRcOBGGDPQeDMRBBMBODPMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
BBOBBPQcOBGGDPQeDMRcOBGGDPQeDMRBBMBODPMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQcOBGGDPQeDMRcOBGGDPQeDMRBBMBODPMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQcOBGGDPQeDMRcOBGGDPQeDMRKBMBODPMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRHBGDMaOBMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMcOBEDPaOBBGBMBEGDMCCBPBNGBMeBMR,1
KBOKBPQKBMKBGBMaOBGDMBEGBMBCCPBGBNBMeBMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBMKBGBMVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMReBMR,0
KBOKBPQKBMKBGBMcOBGGDPQBGDMR^QVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMRReBMR,0
KBOKBPQKBMKBGBMcOBGGDPQBGDMR^QVOBEDPQcOBGGBPQBGBMR^QBGBNBMRBGBCDMRReBMR,0
KBOKBPQHBMHBMaOBGDMBEGBMBCCPQBGBNBReBMR,0
KBOKBPQHBMHBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMBGDMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBGDMaOBGDMBEBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBGDMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMBGDMcOBGDPQBGDMeBMRaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQHBMKBMBGDMcOBGDPQBGDMeBMRaOBGDMBEGBMCCBPQBGBNBMReBMR,1
KBOKBPQHBMKBMBGDMcOBGGDPQBGDMeBMRaOBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRKBGDMaOBMBEGBMBCCPQBGBCBMReBMR,1
KBOKBPQKBGDMcOBGGDPQeDMRHBGDMaOBMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDMcOBGGDPQeDMRKBGDMaOBMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQKBGDaOBGDMBEBMBCCPQBGBNOBCBPReBR,0
KBOKBPQKBGDaOBGDMBEBMBCCPQBGBNOBCBPMReBMR,0
KBOKBPQKBGDMaOBGDMBEBMBCCPQBGBNOBCBPMReBMR,0
KBOKBPQKBGDMHBMaOBGDMBEBMBCCPQBGBNOBCBPMReBMR,0
KBOKBPQeDMR,0
KBOKBPQcOBGGDPQeDMRKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOBGGDPQeDMRKBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
KBOKBPQcOBGGDPQeDMRKBGDMaOHBGDMBEGBMBCCPQBGBNBMReBMR,0
KBOKBPQcOBGGDPQeDMRKBGDMaOHBGDMBEBMBCCPQBGBNBMReBMR,0
